id,pdf_present,title,doi,year,source,authors,abstract,doc_type,db,_also_in,decision,confidence,triggered_criteria,reasoning,flag
P0304,True,Analysis on the performance of VIO according to Trajectory Planning of UAV,10.23919/iccas50221.2020.9268220,2020,"International Conference on Control, Automation and Systems",Lee E.M.; Myung H.,"Recently, Unmanned Aerial Vehicles (UAVs) have been widely researched to accomplish tasks such as structural inspection, drone racing, and exploration of an unknown environment. To make the most of UAV and correctly estimate its pose with inexpensive and light-weight sensors such as Inertial Measurement Unit (IMU) and cameras, Visual Inertial Odometry (VIO) has been intensively researched. There were a few analyses on the performance of VIO methods where only estimated pose error and utilization of the computing resources were considered. However, the performance of them according to trajectory planning was not treated. Trajectory planning can be one of the main reasons for the drift of localization from VIO since the sensors acquire the data at their sampling rates. In this paper, we analyze the performance of VIO on various trajectories that have different orders of polynomials for the desired position over time and hence different velocity, acceleration, and the first, second derivative of acceleration, using simulator which reflects the real dynamics of UAV. As a result, the higher the order of polynomial for trajectory, the better performance of VIO can be observed. © 2020 Institute of Control, Robotics, and Systems - ICROS.",Conference paper,scopus,ieee; wos,INCLUDE,high,INC-1|INC-2|INC-3|INC-5|INC-6,"Analyzes VIO performance using IMU and cameras (INC-1) for UAVs (INC-2), is a peer-reviewed conference paper from 2020 (INC-3, INC-5).",
P0079,False,Stereo Visual Inertial Odometry for Unmanned Aerial Vehicle Autonomous Flight,10.1007/978-981-32-9686-2_62,2020,Lecture Notes in Electrical Engineering,Liu Q.; Wang Z.; Wang H.,"Visual–inertial SLAM system is very popular in the near decade for the navigation of unmanned aerial vehicle (UAV) system, because it is effective in the environments without the Global Position System (GPS). Due to size and weight constraints, only inexpensive and small sensors can be used. Therefore, there are still challenges in the computational efficiency and robustness of MAV autonomous flight algorithm. We present S-VIO: an optimization-based stereo visual-inertial odometry. Our approach starts with inertial measurement units (IMU) pre-integration, in which IMU measurements is accumulated between several frames using measurement pre-integration. After the initial state estimation converges, a highly precision stereo vision-inertial odometry is obtained by fusing IMU measurements and feature observations. Our approach is validated on the EuRoC MAV datasets. Experimental results prove that our S-VIO has higher accuracy and robustness than the most advanced visual-inertial fusion methods in some challenging situations. © 2020, Springer Nature Singapore Pte Ltd.",Conference paper,scopus,,INCLUDE,high,INC-1|INC-2|INC-3|INC-6,"Paper clearly presents a VIO system (S-VIO) that fuses stereo vision and IMU data for UAV/MAV autonomous flight, addressing computational efficiency and robustness challenges in GPS-denied environments.",
P0599,False,Long-Range UAV Thermal Geo-Localization with Satellite Imagery,10.1109/iros55552.2023.10342068,2023,2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),J. Xiao; D. Tortei; E. Roura; G. Loianno,"Onboard sensors, such as cameras and thermal sensors, have emerged as effective alternatives to Global Positioning System (GPS) for geo-Iocalization in Unmanned Aerial Vehicle (UAV) navigation. Since GPS can suffer from signal loss and spoofing problems, researchers have explored camera-based techniques such as Visual Geo-Iocalization (VG) using satellite RGB imagery. Additionally, thermal geo-Iocalization (TG) has become crucial for long-range UAV flights in low-illumination environments. This paper proposes a novel thermal geo-Iocalization framework using satellite RGB imagery, which includes multiple domain adaptation methods to address the limited availability of paired thermal and satellite images. The experimental results demonstrate the effectiveness of the proposed approach in achieving reliable thermal geo-Iocalization performance, even in thermal images with indistinct self-similar features. We evaluate our approach on real data collected onboard a UAV. We also release the code and Boson-nighttime, a dataset of paired satellite-thermal and unpaired satellite images for thermal geo-Iocalization with satellite imagery. To the best of our knowledge, this work is the first to propose a thermal geo-Iocalization method using satellite RGB imagery in long-range flights.",IEEE Conferences,ieee,,EXCLUDE,high,EXC-7,"Thermal geo-localization using satellite imagery for UAV navigation, which is a higher-level application.",
P0080,True,Visual-inertial positioning method based on priori feature map matching constraints; [基于先验特征地图匹配约束的视觉/惯性定位方法],10.13695/j.cnki.12-1222/o3.2022.01.007,2022,Zhongguo Guanxing Jishu Xuebao/Journal of Chinese Inertial Technology,Li L.; Wang Y.; Gui X.; Chen J.; Li Z.; Han Y.,"Monocular visual-inertial positioning system is widely used due to its low cost and high autonomy. However, visual-inertial odometry generates large cumulative errors after a long period of operation, which cannot provide accurate pose estimation, and there are feature point tracking failures in the system with complex light and road conditions, which cannot solve the current position with low stability. To address the above problems, a priori feature map matching method based on nonlinear optimization is proposed. The pose graph established by monocular visual-inertial SLAM is used to constrain the residual estimation of the system. By calculating the similarity between the current frame and the historical frames in the feature map, and using the bit-pose of the map for error constraint if the similarity between them is higher than a certain threshold, the cumulative error is eliminated and the stability of the system is improved. The map matching method is verified using data from an UAV flying at an altitude of about 6.4 km for 15 minutes. The experimental results show that the proposed map matching algorithm improves the navigation accuracy (RMSE) by 91% in the case where the time-consuming increase is less than 20% compared with the unused map matching algorithm, and can effectively reduce the cumulative errors of monocular vision-inertial system and improve the stability of the system. © 2022, Editorial Department of Journal of Chinese Inertial Technology. All right reserved.",Article,scopus,,INCLUDE,high,INC-1|INC-2|INC-3|INC-4|INC-5|INC-6,Paper describes a monocular visual-inertial positioning system that fuses camera and IMU data (INC-1) and is validated on UAV data with 15-minute flight at 6.4km altitude (INC-2).,
P0607,True,Cluster-ALIV: Aerial LiDAR-Inertia-Visual Dense Reconstruction for Cluster UAV,10.1109/lra.2025.3559839,2025,IEEE Robotics and Automation Letters,X. Li; J. Zhang; S. Bu; L. Chen; K. Li; Z. Xia; Y. Zhang; X. Jia,"Uncrewed Aerial Vehicles (UAVs) equipped with LiDAR, camera, and Inertial Measurement Unit sensors are increasingly utilized for real-time dense reconstruction in large-scale rescue operations and environmental monitoring, among others. However, achieving algorithmic robustness remains challenging due to the UAVs' high-speed flight and rapid pose changes. Additionally, energy constraints on individual UAVs can be mitigated through multi-UAV collaboration, improving operational efficiency. Nevertheless, when faced with unknown environments or the loss of Global Navigation Satellite System signal, most multi-UAV dense reconstruction systems can't work, making it hard to construct a global consistent map. In this letter, we propose Cluster-ALIV, a real-time dense reconstruction system for multiple UAVs that effectively supports aerial, large-scale scenarios with lost global positioning and weak co-visibility of LiDAR or vision. The system integrates LiDAR-Inertial-Visual odometry through multi-sensor fusion to generate accurate, gravity-aligned, colorized LiDAR point clouds and visual information with scale. Overall, in the Cluster-ALIV, each UAV executes a LiDAR-Inertial-Visual odometry, transmitting point cloud and visual data to a ground server, where multi-UAV joint optimization is performed through LiDAR post-processing, visual post-processing, and normal distributions transform refinement. Extensive experiments demonstrate that our system can efficiently construct large-scale dense map in real time with high accuracy and robustness.",IEEE Journals,ieee,,INCLUDE,high,INC-1|INC-2|INC-6,"A LiDAR-Inertial-Visual odometry system that fuses visual (camera) and inertial (IMU) data, satisfying INC-1. The target platform is explicitly UAVs/multi-UAV systems (INC-2).",
P0186,False,System Development and Integration of Unmanned Aerial Vehicle Navigation Techniques for Indoor Environments,10.1109/icit58233.2024.10540747,2024,Proceedings of the IEEE International Conference on Industrial Technology,Chang K.-L.; Lin H.-Y.,"In this paper we present the exploration of indoor positioning technologies for UAV s, and navigation techniques for path planning and obstacle avoidance. For the indoor positioning techniques, we employed Visual-Inertial Odometry (VIO), Ultra-Wideband (UWB), AprilTag fiducial markers, and Simultaneous Localization and Mapping (SLAM). These algorithms encompass global positioning, local positioning, and pre-mapping positioning, comparing the merits and drawbacks of various techniques and trajectories. In UAV navigation, we combined SLAM-based RTAB-Map indoor mapping and navigation path planning of the ROS for indoor environments. This system enables precise drone positioning indoors and utilizes global and local path planners to generate flight paths that avoid dynamic, static, unknown, and known obstacles, demonstrating high practicality and feasibility. The feasibility of our UAV path planning and obstacle avoidance navigation algorithms is tested in real and virtual environments. Code is available at https://github.com/kellen080INavigation and https://github.com/kellen080IIndoor-Positioning  © 2024 IEEE.",Conference paper,scopus,ieee,EXCLUDE,high,EXC-7,"System integration of existing positioning technologies (VIO, UWB, AprilTag, SLAM) and path planning rather than contributing algorithmic improvements to VIO itself.",System integration paper using existing VIO as component
P0187,True,An Indoor UAV Localization Framework with ESKF Tightly-Coupled Fusion and Multi-Epoch UWB Outlier Rejection,10.3390/s25247673,2025,Sensors,Zhao J.; Deng Z.; Hu E.; Su W.; Lou B.; Liu Y.,"Unmanned aerial vehicles (UAVs) are increasingly used indoors for inspection, security, and emergency tasks. Achieving accurate and robust localization under Global Navigation Satellite System (GNSS) unavailability and obstacle occlusions is therefore a critical challenge. Due to their inherent physical limitations, Inertial Measurement Unit (IMU)–based localization errors accumulate over time, Ultra-Wideband (UWB) measurements suffer from systematic biases in Non-Line-of-Sight (NLOS) environments and Visual–Inertial Odometry (VIO) depends heavily on environmental features, making it susceptible to long-term drift. We propose a tightly coupled fusion framework based on the Error-State Kalman Filter (ESKF). Using an IMU motion model for prediction, the method incorporates raw UWB ranges, VIO relative poses, and TFmini altitude in the update step. To suppress abnormal UWB measurements, a multi-epoch outlier rejection method constrained by VIO is developed, which can robustly eliminate NLOS range measurements and effectively mitigate the influence of outliers on observation updates. This framework improves both observation quality and fusion stability. We validate the proposed method on a real-world platform in an underground parking garage. Experimental results demonstrate that, in complex indoor environments, the proposed approach exhibits significant advantages over existing algorithms, achieving higher localization accuracy and robustness while effectively suppressing UWB NLOS errors as well as IMU and VIO drift. © 2025 by the authors.",Article,scopus,wos,INCLUDE,high,INC-1|INC-2|INC-6,"Article clearly reports VIO fusion with IMU and other sensors (INC-1) for UAV localization (INC-2), targeting GNSS-denied indoor environments with outlier rejection for robustness (INC-6).",
P0610,False,Computationally Light Spectrally Normalized Memory Neuron Network based Estimator for GPS-denied operation of Micro-UAV,10.1109/codit58514.2023.10284327,2023,"2023 9th International Conference on Control, Decision and Information Technologies (CoDIT)",N. Rao; S. Sundaram; V. Raghavendra,"This paper addresses the problem of position estimation in UAVs operating in a cluttered environment where GPS information is unavailable. A learning-based approach is proposed that takes in the rotor RPMs and past state as input and predicts the one-step-ahead position of the UAV using a novel spectral-normalized memory neural network (SN-MNN). The spectral normalization guarantees stable and reliable prediction performance. The predicted position is transformed to the global coordinate frame (GPS), which is then fused along with the odometry of other peripheral sensors like IMU, barometer, compass, etc., using the onboard extended Kalman filter (EKF) to estimate the states of the UAV. The experimental flight data collected from an RTK-GPS facility using a micro-UAV is used to train the SN-MNN. The PX4-ECL library is used to fuse the predicted data using the SN-MNN, and the estimated position is compared with actual ground truth data. The proposed algorithm doesn't require any additional onboard sensors and is computationally light. The performance of the proposed approach is compared with the current state-of-art GPS-denied algorithms, and it can be seen that the proposed algorithm has the least RMSE for position estimates.",IEEE Conferences,ieee,,EXCLUDE,high,EXC-7,"Uses an existing VIO system (PX4-ECL library) as a black-box component and focuses on learning-based position prediction from rotor RPMs, which is a higher-level application rather than an algorithmic VIO contribution.",Novel neural network approach but no VIO algorithm development - uses existing EKF fusion framework
P0306,True,LVIO-GSMAP: Robust LiDAR-Visual-Inertial UAV System With Gaussian Mapping,10.1109/ecie65947.2025.11087050,2025,"2025 5th International Conference on Electronics, Circuits and Information Engineering, ECIE 2025",Luo S.; Yang C.; Huang F.; Li S.; Xiang Y.; Tang J.,"This paper presents a robust SLAM framework that integrates LiDAR-Visual-Inertial Odometry (LVIO) with 3D Gaussian Splatting (3DGS) to address critical challenges in outdoor environments, including photometric degradation, weak textures, and motion blur. Traditional LiDAR-Visual-Inertial Odometry systems struggle under these conditions, while existing 3DGS-based SLAM methods are limited to indoor scenes due to their reliance on dense RGB-D inputs. Our approach introduces two key innovations: First, a state estimation pipeline that transitions entirely to LiDAR-Inertial Odometry (LIO) when photometric reliability drops, leveraging LIVO architecture to achieve millimeter-level accuracy and robustness. Second, an outdoor-capable 3DGS reconstruction system that utilizes geometrically consistent LiDAR point clouds from the LVIO frontend, overcoming the scalability limitations of neural implicit representations in large-scale environments. Our system achieves real-time performance at 25 Hz while maintaining high-fidelity mapping. This work bridges the gap between robust odometry and photorealistic reconstruction for outdoor SLAM, enabling reliable operation in complex, outdoors environments. © 2025 IEEE.",Conference paper,scopus,ieee,INCLUDE,high,INC-1|INC-2,"Abstract clearly describes LiDAR-Visual-Inertial Odometry (LVIO) system that fuses visual, inertial, and LiDAR data (INC-1).",
P0188,True,REVIO: Range- and Event-Based Visual-Inertial Odometry for Bio-Inspired Sensors,10.3390/biomimetics7040169,2022,Biomimetics,Wang Y.; Shao B.; Zhang C.; Zhao J.; Cai Z.,"Visual-inertial odometry is critical for Unmanned Aerial Vehicles (UAVs) and robotics. However, there are problems of motion drift and motion blur in sharp brightness changes and fast-motion scenes. It may cause the degradation of image quality, which leads to poor location. Event cameras are bio-inspired vision sensors that offer significant advantages in high-dynamic scenes. Leveraging this property, this paper presents a new range and event-based visual-inertial odometry (REVIO). Firstly, we propose an event-based visual-inertial odometry (EVIO) using sliding window nonlinear optimization. Secondly, REVIO is developed on the basis of EVIO, which fuses events and distances to obtain clear event images and improves the accuracy of position estimation by constructing additional range constraints. Finally, the EVIO and REVIO are tested in three experiments—dataset, handheld and flight—to evaluate the localization performance. The error of REVIO can be reduced by nearly 29% compared with EVIO in the handheld experiment and almost 28% compared with VINS-Mono in the flight experiment, which demonstrates the higher accuracy of REVIO in some fast-motion and high-dynamic scenes. © 2022 by the authors.",Article,scopus,,INCLUDE,high,INC-1|INC-2|INC-6,"Paper presents visual-inertial odometry system (REVIO/EVIO) fusing visual and inertial data (INC-1), explicitly targets UAVs and includes flight experiments (INC-2).",
P0417,True,Enhancing VIO Robustness Under Sudden Lighting Variation: A Learning-Based IMU Dead-Reckoning for UAV Localization,10.1109/lra.2024.3377950,2024,IEEE Robotics and Automation Letters,Yang D.; Liu H.; Jin X.; Chen J.; Wang C.; Ding X.; Xu K.,"Visual Inertial Odometry (VIO) is commonly used for real-time Unmanned Aerial Vehicle (UAV) localization. However, the performance of VIO significantly deteriorates when UAV encounters sudden lighting variation in the environment, which poses a significant risk during flight. To address this issue without introducing additional sensors, a learning-based dead-reckoning algorithm relying solely on inertial measurement, which shares the same source with VIO, is proposed. The core idea of our method tightly couples a model-based Left Invariant Extended Kalman Filter (LIEKF) with a statistical neural network, both driven by raw inertial measurement. We have validated our algorithm for comparable accuracy with commonly deployed VIO methods under favorable lighting conditions and outperforms other IMU dead-reckoning algorithms in open-source datasets and real-world scenarios. To further enhance localization robustness while UAV traverses environments with different lighting conditions, we introduce an approach that tightly integrates our algorithm with VIO, and validate its effectiveness in real-world scenarios. It is believed that our work presents a promising way for enhancing robustness in vision-based localization methods within the robotics society. © 2024 IEEE.",Article,scopus,ieee; wos,INCLUDE,high,INC-1|INC-2|INC-6,"Article clearly addresses VIO fusion for UAV localization (INC-1, INC-2) and specifically targets robustness under challenging lighting conditions (INC-6).",
P0612,False,A Vision-Based Autonomous UAV Inspection Framework for Unknown Tunnel Construction Sites With Dynamic Obstacles,10.1109/lra.2023.3290415,2023,IEEE Robotics and Automation Letters,Z. Xu; B. Chen; X. Zhan; Y. Xiu; C. Suzuki; K. Shimada,"Tunnel construction using the drill-and-blast method requires the 3D measurement of the excavation front to evaluate underbreak locations. Considering the inspection and measurement task's safety, cost, and efficiency, deploying lightweight autonomous robots, such as unmanned aerial vehicles (UAV), becomes more necessary and popular. Most of the previous works use a prior map for inspection viewpoint determination and do not consider dynamic obstacles. To maximally increase the level of autonomy, this letter proposes a vision-based UAV inspection framework for dynamic tunnel environments without using a prior map. Our approach utilizes a hierarchical planning scheme, decomposing the inspection problem into different levels. The high-level decision maker first determines the task for the robot and generates the target point. Then, the mid-level path planner finds the waypoint path and optimizes the collision-free static trajectory. Finally, the static trajectory will be fed into the low-level local planner to avoid dynamic obstacles and navigate to the target point. Besides, our framework contains a novel dynamic map module that can simultaneously track dynamic obstacles and represent static obstacles based on an RGB-D camera. After inspection, the Structure-from-Motion (SfM) pipeline is applied to generate the 3D shape of the target. To our best knowledge, this is the first time autonomous inspection has been realized in unknown and dynamic tunnel environments. Our flight experiments in a real tunnel prove that our method can autonomously inspect the tunnel excavation front surface.",IEEE Journals,ieee,,EXCLUDE,high,EXC-7,"Autonomous inspection and path planning for tunnel environments, using vision-based navigation as a trusted input rather than contributing to VIO algorithms.",Framework uses vision for navigation but no mention of IMU fusion or VIO algorithm development.
P0083,False,Quick Initialization Method of Monocular VIO on MAV,10.1007/978-981-97-3336-1_22,2024,Lecture Notes in Electrical Engineering,Kou K.; Qian F.; Liu D.; Wang L.; Zhou S.,"The visual inertial odometry can effectively realize the autonomous pose estimation of the MAV, and the key to the robust operation and recovery of the VIO is the initialization process. In order to quickly and accurately provide the necessary initial value for the nonlinear optimization of the visual inertial odometry, this paper proposes a method that makes full use of the on-board sensor of the MAV to initialize the visual inertial odometry. This method uses a two-stage processor. In the MAV flight control system, the IMU deviation and initial attitude estimation are carried out through complementary filtering, and the basic principles of multi-view geometry are comprehensively used in the mission control computer to achieve pure visual SLAM. On this basis, the least squares method is used to realize the alignment of the world coordinate system and the camera coordinate system, and the external rotation parameters of the camera and the IMU are estimated online. The altitude change rate of the on-board altitude sensor of the UAV is used to initialize the camera scale information, so as to provide a comprehensive initial value for the nonlinear solution of the back-end of the visual inertial odometry. Through experimental verification, this method can meet the requirements of the initialization accuracy of the visual inertial odometer, accurately calculate the external parameters of rotation, stably and continuously estimate the posture of the MAV, and then realize the posture control of the MAV. The initialization method proposed in this paper takes about 6.7% less time than the classic method. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2024.",Conference paper,scopus,,INCLUDE,high,INC-1|INC-2|INC-3|INC-4|INC-5|INC-6,"Article clearly describes a VIO system that fuses visual and IMU data (INC-1) for MAV/UAV platforms (INC-2), addresses initialization robustness challenges (INC-6), and is a 2024 conference paper (INC-3, INC-5).",
P0613,True,Optimal Navigation and Obstacle Avoidance for UAV in Urban Canyons,10.1109/metroaerospace64938.2025.11114464,2025,2025 IEEE 12th International Workshop on Metrology for AeroSpace (MetroAeroSpace),Y. Hu; A. Gardi,"In urban canyons, the autonomous positioning and obstacle avoidance capabilities of Uncrewed Aerial Vehicles (UAV) are challenged by dense obstructions, causing Non-Line-of-Sight (NLOS) conditions that severely degrade Global Navigation Satellite Systems (GNSS) signals. Current urban UAV operations still rely heavily on manual control and conventional GNSS-Inertial Measurement Unit (IMU) fusion, which lack autonomous obstacle avoidance capabilities and fail to provide precise positioning in GNSS-denied environments. To address these limitations, we propose a novel sensor fusion framework that integrates the Sage-Husa adaptive Kalman Filter (SHKF) with intermittent data from GNSS, IMU, and visual odometry supplied from a Visual-Inertial (VINS)-Fusion algorithm to achieve robust positioning and attitude determination. This enhanced sensor fusion architecture enables a 3DVFH*-based local planner to execute real-time obstacle avoidance and path planning toward the intended destinations. Preliminary verification activities conducted in a high-fidelity Gazebo simulation demonstrate the effective performance of the proposed method in terms of positioning and attitude determination accuracy, while also supporting the optimal reliability and efficiency of the considered obstacle avoidance functionality.",IEEE Conferences,ieee,wos,INCLUDE,high,INC-1|INC-2,"'we propose a novel sensor fusion framework that integrates the Sage-Husa adaptive Kalman Filter (SHKF) with intermittent data from GNSS, IMU, and visual odometry supplied from a Visual-Inertial'.",Uses existing VINS-Fusion as black-box input to SHKF sensor fusion framework
P0614,False,A Survey on Autonomous and Intelligent Swarms of Uncrewed Aerial Vehicles (UAVs),10.1109/tits.2025.3569500,2025,IEEE Transactions on Intelligent Transportation Systems,Z. Du; C. Luo; G. Min; J. Wu; C. Luo; J. Pu; S. Li,"UAV swarms have attracted much attention due to their high potential to execute complex missions more robustly and effectively. Essential technologies for swarms are the family of algorithms that allow the individual agents to undertake tasks intelligently, localize their relative positions, perceive surroundings, and plan and track collision-free and low-cost trajectories cooperatively so that the swarm’s overall objectives are efficiently achieved. There is still a lack of corresponding surveys that provide a systematic summary covering the control layer to task allocation and guide application-driven researchers in leveraging these capabilities for diverse UAV swarm applications. This survey debates the essential technologies of UAV swarms, including swarm trajectory planning, task assignment, control approaches, localization, perception, and communications. State-of-the-art algorithms and recent technical advancements have been investigated to expose the potential for developing highly autonomous and intelligent swarm systems. It further explores the use cases of UAV swarms in civil applications and critically analyzes existing technologies. The paper concludes by emphasizing the challenges for autonomous and intelligent UAV swarms and outlining potential future research directions. Overall, this paper provides a contemporary and comprehensive review of UAV swarm technologies and investigates their potential to transform civil application fields and support future technology advancement.",IEEE Journals,ieee,,EXCLUDE,high,EXC-4,"This is explicitly identified as a survey paper that provides a systematic summary and review of UAV swarm technologies, which falls under EXC-4 as a secondary study.",
P0084,True,A Comparative Analysis of Hybrid Sensor Fusion Schemes for Visual-Inertial Navigation,10.1109/tim.2025.3555758,2025,IEEE Transactions on Instrumentation and Measurement,Elmi Tabassum T.; Petrunin I.; Rana Z.A.,"Visualinertial odometry (VIO) has been extensively studied for navigation in GNSS-denied environments, but its performance can be heavily impacted by the complexity of the navigation environments such as weather conditions, illumination variation, flight dynamics, and environmental structure. Hybrid fusion approaches integrating neural networks (NNs), especially gated recurrent units (GRUs) with the Kalman filters (KFs), such as error-state KF (ESKF) have shown promising results mitigating system nonlinearities due to challenging environmental conditions data issues, there is a lack of systematic studies quantitively analyzing and comparing performance differences unhand. To address this gap and enable robust navigation in complex conditions, this study proposes and systematically analyses the performance of three hybrid fusion schemes for VIO-based navigation of autonomous aerial vehicles (AAVs). These three hybrid VIO schemes include visual odometry (VO) error compensation using NN, KF error compensation using NN, and prediction of Kalman gain using NN. The comparative analysis is performed using data generated in MATLAB incorporating the unreal engine involving diverse challenging environmental conditions: fog, rain, illumination level variability, and variability in the number of features available for extraction during the AAV flight in the urban environment. The results demonstrate the performance improvement achieved by hybrid VIO fusion schemes compared to ESKF-based traditional fusion methods in the presence of multiple visual failure modes. Comparative analysis reveals notable improvement achieved by method 1 with enhancements of 93% in sunny, 91% in foggy, and 90% in rainy conditions than the other two hybrid VIO architectures. © 1963-2012 IEEE.",Article,scopus,,INCLUDE,high,INC-1|INC-2|INC-6,"Abstract clearly describes VIO systems fusing visual and inertial data (INC-1) for autonomous aerial vehicles/AAVs (INC-2), addressing challenging environmental conditions like weather, illumination variation.",
P0418,True,In-Flight Initialization of Global Visual-Inertial Estimators using Geospatial Data,10.1109/iros58592.2024.10802622,2024,IEEE International Conference on Intelligent Robots and Systems,Li C.; He M.; Lyu X.; Meng Z.,"In this work, we propose a solution that leverages geospatial data to initialize the monocular visual-inertial navigation system. For Visual-Inertial Navigation Systems (VINS) operating on UAVs, the ability to perform initialization and relocalization in mid-air is essential. However, degenerate motion can cause VINS to lose scale, making traditional initialization algorithms less reliable. To address this issue, we fuse geographic information in the initialization process, and utilize a learning-based feature matching algorithm to associate the information with inertial states. The proposed approach demonstrates adaptability to the degenerate motions of UAVs and significantly surpasses the estimation accuracy of conventional VINS initialization algorithms. Compared to methods that assist initialization by using a laser-range-finder (LRF), the proposed method solely relies on low-cost satellite imagery and elevation information. We evaluate the proposed approach on a large-scale UAV dataset, and compare with existing methods. The results demonstrate the superior effectiveness of the proposed method. © 2024 IEEE.",Conference paper,scopus,ieee; wos,INCLUDE,high,INC-1|INC-2|INC-3|INC-4|INC-5|INC-6,"Article clearly describes a visual-inertial navigation system (VINS) for UAVs that fuses visual and inertial data (INC-1), explicitly targets UAV platforms (INC-2).",
P0085,False,Monitoring Jackfruit Growth Based on YOLOv8 with Unmanned Aerial Vehicles,10.1109/icus61736.2024.10839928,2024,"Proceedings of 2024 IEEE International Conference on Unmanned Systems, ICUS 2024",Han H.; Wang Z.; Wu D.,"Jackfruit trees are usually tall, making manual monitoring methods inefficient for jackfruit cultivation. In this paper, we propose utilizing an unmanned aerial vehicle (UAV) equipped with the YOLOv8 algorithm for jackfruit growth monitoring, alongside Visual-Inertial Navigation System Fusion (Vins-Fusion) for positioning and integrated front-end and back-end trajectory optimization techniques. We collect sample data by photographing jackfruit and searching for images on the internet. The data are annotated using LabelImg and then used to train the deep learning model. The trained model is deployed on the UAV, which is equipped with a Jetson module and a depth camera, to achieve aerial detection of jackfruit ripeness and determine if they are rotten, using the YOLOv8 algorithm. Finally, we discuss the experimental results, focusing on training loss, validation loss, precision, recall, and mean average precision (mAP), and flight recognition capability. The results demonstrate that the UAV can efficiently, autonomously, and accurately detect the ripeness of jackfruit and determine whether it is rotten. © 2024 IEEE.",Conference paper,scopus,ieee,EXCLUDE,high,EXC-7,"Uses VINS-Fusion as an unmodified black-box positioning system for a jackfruit monitoring application, with no algorithmic contribution to the VIO component itself (EXC-7).",VIO mentioned only as existing system for UAV positioning in agricultural monitoring task.
P0190,False,Multi-feature Fusion-based Pose Estimation Method for UAVs in Orchards; [基于多特征融合的果园无人机位姿估计方法],10.6041/j.issn.1000-1298.2026.04.001,2026,Nongye Jixie Xuebao/Transactions of the Chinese Society for Agricultural Machinery,Liu X.; Chu Z.; Zhao H.; Yu J.; Han W.,"Aiming to address the challenge where canopy occlusion and repetitive features compromise unmanned aerial vehicle (UAV) pose estimation systems in orchard environments, a multi-feature fusion-based pose estimation method for UAVs in orchards was designed by introducing visual-inertial odometry technology and incorporating geometric constraints from point and line features. Firstly, the EDLines algorithm replaced the traditional LSD for extracting line features, while optical flow enabled rapid tracking and matching of feature points and lines across consecutive frames, with feature poses obtained through 3D feature reconstruction. Secondly, a tightly coupled pose estimation model was constructed to fuse inertial and visual information, within a local sliding window framework, a jointly minimized global cost function was established, the accurate position and attitude information of the orchard UAV was obtained by solving the cost function through optimization methods. Finally, comparative experiments were conducted in fruit-bearing apple orchards and grape greenhouses, with absolute trajectory error and relative trajectory error serving as evaluation metrics to validate the method's effectiveness. Experimental results demonstrated that compared with traditional pose estimation methods utilizing LSD algorithm-extracted line features, the proposed method reduced the average absolute trajectory error by 10% and the average relative trajectory error by 27% . This approach effectively enhanced the accuracy and robustness of orchard drone navigation systems, providing reliable support for ensuring the safety of orchard drone operations. © 2026 Chinese Society of Agricultural Machinery. All rights reserved.",Article,scopus,,EXCLUDE,high,INC-4,"A VIO system that fuses visual and inertial data (INC-1) specifically for UAVs in orchard environments (INC-2), addressing challenging conditions like canopy occlusion and repetitive features (INC-6).",
P0086,True,Integrated Resonant Beam and VIO for UAV Position and Attitude Sensing in Air-Ground Vehicular Network,10.1109/tvt.2025.3628254,2025,IEEE Transactions on Vehicular Technology,Du S.; Xu M.; Fang W.; Xiong M.; Liu Q.; Yi P.; Hong Y.,"In air-ground vehicular networks, unmannedaerial vehicles (UAVs) often serve as airborne communication relays or sensing nodes, where accurate position and attitude estimation is critical for ensuring stable beam alignment, reliable link establishment, and precise mission execution. However, in GNSS-denied or infrastructure-free environments, conventional visual-inertial odometry (VIO) systems suffer from cumulative drift over time and distance. To address this challenge, we propose a blueresonant beam sensing (RBS)-aided pose estimation method that leverages spatially separated laser cavities to extract relative positions and attitudes between UAVs. Specifically, we estimate the angle of arrival (AoA) of beam spots through resonant beam (RB) mapping and perform time-of-flight (ToF) ranging to compute relative poses, where pitch and yaw are directly obtained from AoA, and roll is estimated via a nonlinear optimization decoupled from VIO attitudes. Furthermore, we integrate RBS and VIO using a factor graph optimization framework, where sensor fusion is adaptively weighted based on measurement uncertainty and error models. Simulation results demonstrate that our method significantly improves relative attitude estimation in yaw and pitch dimensions, and enhances overall swarm localization accuracy by 22% to 39% with different swarm scales compared to VIO-only methods. Additionally, it outperforms existing VIO-UWB-Visual fusion approaches, achieving an accuracy gain of nearly 10%. © 1967-2012 IEEE.",Article,scopus,,INCLUDE,high,INC-1|INC-2|INC-6,"Abstract clearly describes integration of VIO with additional resonant beam sensing for UAV position and attitude estimation (INC-1, INC-2).",
