id,class_id,year,title,doi,pdf_present,pdf_path,t1,t2,t3,r1,r2,r3,r4,r5,r6,relevance_score,full_text_decision,exclusion_code,notes
P0097,C6,2020,AMADEE-18: Vision-Based Unmanned Aerial Vehicle Navigation for Analog Mars Mission (AVI-NAV),10.1089/ast.2019.2036,True,papers/P0097.pdf,N,Y,N,0,0,0,0,0,0,0,EXCLUDE,T1,"AMADEE-18 Mars analog mission; tests existing VIO on analog Mars terrain; deployment study. T-1 fails ('presents or extends a VIO algorithm, or a multi-sensor state estimator in which the VIO measurement model, its weighting, or its integration with auxiliary sensors is the contribution'; protocol section 6: 'presents or significantly extends')."
P0103,C6,2020,ST-VIO: Visual-Inertial Odometry Combined with Image Segmentation and Tracking,10.1109/tim.2020.2989877,True,papers/P0103.pdf,Y,Y,Y,0,0,0,0,1,0,1,INCLUDE,,ST-VIO: VIO + Siamese network for moving object segmentation+tracking; novel dynamic scene handling; 2020.
P0352,C6,2020,A Visual/Inertial Relative Navigation Method for UAV Formation,10.1109/ccdc49329.2020.9164765,True,papers/P0352.pdf,N,Y,Y,1,0,0,0,0,0,1,EXCLUDE,T1,Visual/inertial relative navigation for UAV formation; GPS-independent relative positioning; 2020. R6 re-derived from the recoded aux_sensors column: 0.
P0164,C6,2020,Robust visual-inertial odometry with point and line features for blade inspection UAV,10.1108/ir-01-2020-0009,False,,Y,Y,Y,1,0,0,0,1,0,2,INCLUDE,,VIO with point+line features for wind turbine close-range inspection; GPS-denied; Sensors 2020.
P0459,C6,2020,Towards UAV-Based Absolute Hierarchical Localization in Confined Spaces,10.1109/ssrr50563.2020.9292616,True,papers/P0459.pdf,Y,Y,N,1,0,0,0,1,1,3,EXCLUDE,T3,"Hierarchical localization for UAV maritime vessel inspection in dark confined space; novel visual hierarchy; 2020. R6 re-derived from the recoded aux_sensors column: 1. T-3 fails ('Reports >=1 quantitative accuracy metric (ATE, RPE, RMSE, position error) against a prior method or baseline') as operationalised in the coding rule."
P0512,C6,2019,Swan-Inspired Unmanned Aerial Vehicles With Long-neck Visual Perception System,10.1109/aim.2019.8868743,True,papers/P0512.pdf,N,Y,N,0,0,0,0,0,0,0,EXCLUDE,T1,Swan-inspired UAV with long-neck camera; bio-inspired hardware platform; VIO used unmodified.
P0245,C6,2018,Visual-Inertial Navigation Algorithm Development Using Photorealistic Camera Simulation in the Loop,10.1109/icra.2018.8460692,True,papers/P0245.pdf,Y,Y,Y,1,0,1,0,0,0,2,INCLUDE,,Agile micro-UAV VIO algorithm development using photorealistic simulation environment; GNSS-denied; 2018.
P0327,C6,2018,Viewpoint-Tolerant Place Recognition Combining 2D and 3D Information for UAV Navigation,10.1109/icra.2018.8460786,True,papers/P0327.pdf,N,Y,Y,1,0,0,0,1,0,2,EXCLUDE,T1,Viewpoint-tolerant place recognition combining 2D+3D for UAV loop closure and drift correction; 2018. T-1 fails.
P0538,C6,2018,Towards Globally Consistent Visual-Inertial Collaborative SLAM,10.1109/icra.2018.8461213,True,papers/P0538.pdf,Y,Y,Y,1,1,0,0,0,0,2,INCLUDE,,Globally consistent VI collaborative SLAM backend for MAV; novel global consistency method; 2018. R2 set to 1: paper is in an adaptive-strategy row.
P0544,C1,2018,Collaborative 6DoF Relative Pose Estimation for Two UAVs with Overlapping Fields of View,10.1109/icra.2018.8461143,True,papers/P0544.pdf,N,Y,Y,0,0,0,1,1,0,2,EXCLUDE,T1,"Collaborative 6-DoF relative pose estimation for two UAVs with single camera each; novel init; ICRA 2018. EXCLUDE (T1). The per-UAV ego-motion estimator is an off-the-shelf VIO consumed as a black box: 'The proposed system considers two UAVs, each equipped with one monocular camera onboard and a module producing metrically scaled 6-Degree of Freedon (DoF) egomotion e"
P0321,C6,2017,Onboard real-time dense reconstruction of large-scale environments for UAV,10.1109/iros.2017.8206189,True,papers/P0321.pdf,Y,Y,Y,0,0,1,0,1,0,2,INCLUDE,,"GPU real-time dense VI RGB-D SLAM for UAV indoor environments; novel photometric+inertial+depth fusion; 2017. T-1 is satisfied under the second clause of T-1 and only under that clause, so the paper must be marked T-1 borderline."
P0135,C6,2017,Autonomous exploration of visually-degraded environments using aerial robots,10.1109/icuas.2017.7991510,True,papers/P0135.pdf,N,Y,Y,1,0,0,0,1,0,2,EXCLUDE,T1,"Autonomous exploration in visually degraded dark GPS-denied envs; IR stereo+flash+VIO; IROS 2017. T-3 N : the paper reports no numeric accuracy figure of any kind. The evaluation is descriptive - 'In both experiments, robust localization was achieved, while the autonomous exploration experiment demonstrates mission completeness and high quality mapping consistency' (p.1); Sec."
P0412,C6,2017,Robust visual-inertial localization with weak GPS priors for repetitive UAV flights,10.1109/icra.2017.7989745,True,papers/P0412.pdf,Y,Y,Y,1,1,0,0,0,1,3,INCLUDE,,Robust VI localization with weak GPS priors; adaptive to GPS quality; industrial inspection UAV; 2017. R2 re-derived from the extraction sheet (adaptive_online) and Table 10 membership: 0. R2 set to 1: paper is in an adaptive-strategy row.
P0182,C6,2016,Monocular visual-inertial SLAM for fixed-wing UAVs using sliding window based nonlinear optimization,10.1007/978-3-319-50835-1_51,True,papers/P0182.pdf,Y,Y,Y,1,0,0,0,0,0,1,INCLUDE,,Monocular VI SLAM sliding window for fixed-wing UAVs; point clouds; GPS-denied aerial; 2016.
P0345,C6,2015,Dense visual-inertial navigation system for mobile robots,10.1109/icra.2015.7139554,True,papers/P0345.pdf,Y,Y,Y,1,1,0,0,1,0,3,INCLUDE,,"Dense stereo VI navigation system for mobile robots (may include aerial); probabilistic dense VIO; 2015. R2 set to 1: paper is in an adaptive-strategy row. t3 set to Y: a numeric accuracy figure is stated, so the filter is satisfied."
P0506,C6,2014,Visual industrial inspection using aerial robots,10.1109/carpi.2014.7030056,True,papers/P0506.pdf,N,Y,N,0,0,0,0,0,0,0,EXCLUDE,T1,Visual industrial inspection with aerial robots; inspection application; camera navigation only.
P0676,C6,2023,A UAV-based explore-then-exploit system for autonomous indoor facility inspection and scene reconstruction,10.1016/j.autcon.2023.104753,True,papers/P0676.pdf,N,Y,Y,1,0,1,0,0,1,3,EXCLUDE,T1,"Explore-then-exploit indoor inspection UAV; SLAM used for localization; exploration/inspection is contribution. EXCLUDE T1. T1: 'In the step of exploitation, VINS-MONO [30] is implemented to provide pose estimation for the UAV' (p.3); 'We take advantage of these two frameworks [Fast-LIO2, VINS-Mono] and combine them together' (p.4)."
P0485,C6,2022,Robust Sensor Fusion for Autonomous UAV Navigation in GPS denied Forest Environment,10.1109/roma55875.2022.9915682,True,papers/P0485.pdf,Y,Y,N,1,0,0,0,0,1,2,EXCLUDE,T3,"Novel sensor fusion for autonomous GPS-denied forest UAV navigation; addresses forest VIO challenges. 2022. class C6 (complete deployed UAV pipeline); T-3 fails. The paper itself labels the only odometry comparison as qualitative: 'For qualitative analysis, pose estimation from different odometry algorithms are compared to our proposed robust sensor fusion odometry' (p.4); Figs."
P0594,C6,2020,A Robust UAV System for Operations in a Constrained Environment,10.1109/lra.2020.2970980,True,papers/P0594.pdf,N,Y,Y,1,0,1,0,0,1,3,EXCLUDE,T1,"Robust UAV system for SAR in constrained dark environments; precise VI localization; DARPA SubT; RA-L 2020. R6 re-derived from the recoded aux_sensors column: 1. class C6 (complete deployed UAV pipeline); T-1 fails the presented system contains no visual-inertial odometry at all, so neither clause can apply."
P0057,C4,2020,Evaluation of a Commercially Available Autonomous Visual Inertial Odometry Solution for Indoor Navigation,10.1109/icuas48674.2020.9213962,True,papers/P0057.pdf,N,Y,Y,1,0,1,1,0,0,3,EXCLUDE,T1,"EXCLUDE T1, T-1/T-2/T-3 = N/Y/Y: the VIO is a closed-source commercial module consumed as a black box, and no estimator or measurement model integrating it is presented."
P0059,C2,2021,Gnss spoofing detection based on coupled visual/inertial/gnss navigation system,10.3390/s21206769,True,papers/P0059.pdf,Y,N,Y,0,1,1,0,0,1,3,EXCLUDE,T2,"EXCLUDE T2. T1 (borderline, second clause): 'a GNSS confidence factor should be added to the cost function' of the VIO/GNSS optimiser, Eq. (16) (p.8); 'The GNSS spoofing detection program introduced in Section 3 was added to VINS-Fusion [26] as an enhancement of this coupled GPS/VIO positioning algorithm' (p.13); Chi-square detection factor built from GNSS-VIO"
P0063,C5,2025,Formation Maintenance Method for Multi-UAV in Unknown Environments,10.1109/aiotc66747.2025.11198761,True,papers/P0063.pdf,Y,Y,Y,1,1,0,1,0,1,4,INCLUDE,,"INCLUDE (T-1 borderline, second clause). T-1 is satisfied only under the widened second clause: the VIO core is off-the-shelf VINS-Fusion ('Table I compares RMSE of ATE between VINS-Fusion (VF), VINS-Fusion-NL (VFN), and the method of fusion with UWB', p.3), but the contribution is a new"
P0076,C7,2023,Tightly-coupled Line Feature-aided Visual Inertial Localization within Lightweight 3D Prior Map for Intelligent Vehicles,10.1109/itsc57777.2023.10422196,True,papers/P0076.pdf,Y,Y,Y,1,1,0,0,1,0,3,INCLUDE,,"INCLUDE, T-1/T-2/T-3 = Y/Y/Y under the first clause: 'the proposed method incorporates the new line constraints as a factor [26] into the VIO nonlinear optimization model to estimate pose in a tightly coupled' manner. R2 set to 1: paper is in an adaptive-strategy row."
P0198,C2,2022,A New Visual & Inertial Based Satellite Quality Evaluation Method,10.1145/3573942.3573994,True,papers/P0198.pdf,N,N,N,1,1,0,0,0,1,3,EXCLUDE,T1,"EXCLUDE T1. T1: VIO is consumed unmodified: 'the coordinates of the device under the visual-inertial coordinate system are calculated by VINS-Mono' (p.2); the contribution is a threshold/curve-fitting rule on the VIO-GPS difference to classify GPS as credible / unreliable / hopping / gradient-induced (Sec. 3.3, p.3); no VIO algorithm or measurement model is pr"
P0278,C4,2019,Aerial robots on the way to underground: An experimental evaluation of VINS-mono on visual-inertial odometry camera,10.1109/icdmw.2019.00024,True,papers/P0278.pdf,N,Y,Y,1,0,1,0,0,0,2,EXCLUDE,T1,EXCLUDE T1. T1: 'we present an experimental evaluation of a visual-inertial odometry application using VINS-Mono state estimator coupled with visual-inertial sensors' (p.1); 'The VINS-Mono open-source algorithm is used to perform state estimation' (p.4); Sections III-IV only restate the published VINS-Mono prei
P0387,,2026,Augmented Ultra-Wideband Localization for Quadrotor UAV: Disturbance Rejection and Credibility Quantification,10.1109/tie.2025.3642438,False,,,,,,,,,,,,,,
P0425,C6,2022,A UAV-Based Aircraft Surface Defect Inspection System via External Constraints and Deep Learning,10.1109/tim.2022.3198713,True,papers/P0425.pdf,Y,Y,Y,1,1,1,0,0,0,3,INCLUDE,,"INCLUDE. T1: 'an ECLM is proposed and integrated into the VINS-Mono objective' (p.6); marker-derived residuals gamma_external_diff (eq. 7) and gamma_external_same (eq. 9) added to VINS-Mono's 4-DoF pose objective with adaptive weight omega = cos(theta)/(1+e^{k(d-d0)}) (eq. 10-11, p.7-8; Algorithm 1, p.8); T2"
P0456,C6,2023,Visual-Inertial State-Estimation Using Ground Station for UAV,10.1109/icomet57998.2023.10099145,True,papers/P0456.pdf,N,Y,N,1,0,0,0,0,0,1,EXCLUDE,T1,"EXCLUDE (T1; also fails T3). T-1 fails. First clause: the VIO is stock VINS-Mono, run offline on recorded logs: 'the monocular visual-inertial system (VINS-mono) is utilized to achieve the autonomy of the quadrotor. The ap"
P0466,C6,2021,GNSS-denied geolocalization of UAVs by visual matching of onboard camera images with orthophotos,10.1109/icar53236.2021.9659333,True,papers/P0466.pdf,N,Y,Y,1,0,0,0,0,0,1,EXCLUDE,T1,"EXCLUDE T1. T1: the stated contributions are map-matching, not VIO: 'Novel contributions in this work are threefold. Firstly, we propose a localization solution which does not put strict requirements on UAV camera orientation .. Secondly, we compare a number of classical image matching metrics .. Thirdly, we demonstrate the convergence of the position estima"
P0525,C1,2023,A Dead Reckoning Method Based on Martian Atmosphere Polarized Skylight and Celestial Navigation for Mars Exploration UAV,10.1109/cac59555.2023.10450638,True,papers/P0525.pdf,N,,,1,1,0,1,0,1,4,EXCLUDE,T1,"EXCLUDE T1: no VIO; the visual input is an optical-flow velocity sensor with a fixed two-row residual common to all compared configurations, and the contributed models concern polarization/celestial heading only. Coding rule: an optical-flow-velocity + INS filter is not VIO; a camera-based visual odometry or front-end must be present."
P0526,C5,2019,Integrated UWB-Vision Approach for Autonomous Docking of UAVs in GPS-denied Environments,10.1109/icra.2019.8793851,True,papers/P0526.pdf,N,Y,Y,1,1,1,1,0,1,5,EXCLUDE,T1,EXCLUDE (T1). T-1 fails. First clause: the UAV's ego-motion estimator is the unmodified PX4 stack: 'this optical flow measurement is fused with IMU and other onboard measurements in an onboard estimator base
P0546,C5,2024,Localization of UGV Guided by UAV Using Visual Inertia Sensors and UWB,10.1109/icca62789.2024.10591852,True,papers/P0546.pdf,N,N,Y,1,0,0,1,0,1,3,EXCLUDE,T1,"EXCLUDE (T1; also fails T2 on the text, and T3 is not met by a stated number). The VIO is an unmodified off-the-shelf system used only as a position source: 'Then UAV runs Vins-Fusion while the UGV remains stationary to obtain real-time posture' (Sec. III-A, p.2 = proc. p.907) and 'In the simulation, the UAV runs"
P0613,C2,2025,Optimal Navigation and Obstacle Avoidance for UAV in Urban Canyons,10.1109/metroaerospace64938.2025.11114464,True,papers/P0613.pdf,Y,Y,Y,1,1,0,1,0,1,4,INCLUDE,,"INCLUDE. T1 (borderline, protocol second clause: VIO weighting/integration is the contribution): 'we propose a novel sensor fusion framework that integrates the Sage-Husa adaptive Kalman Filter (SHKF) with intermittent data from GNSS, IMU, and visual odometry supplied from a Visual-Inertial (VINS)-Fusion alg"
